pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
HALLMARK_MITOTIC_SPINDLE	0.000188821752265861	0.000761823500731351	0.470041317199616	2.20993187023098	0	196	TTK|NCK2|KATNA1|FSCN1|NDC80|ANLN|KIF2C|TPX2|BUB1|INCENP|CCNB2|FBXO5|CENPF|SMC4|NCK1|CENPE|PLK1|KIF15|DLGAP5|PIF1|MID1|BIRC5|KIF23|ABI1|KIF11|CEP57|PRC1|AURKA|CCDC88A|KIF4A|TUBA4A|LMNB1|CDC42EP1|CDK1|SASS6|ACTN4|NUSAP1|MYO1E|SOS1|CENPJ|CKAP5|STK38L|TUBGCP3|RACGAP1|KIF1B|BRCA2|LRPPRC|NEK2|ECT2|TOP2A|KIF20B|ESPL1|KIF3C|RASAL2|PLEKHG2|KNTC1|MYO9B|RHOF|MAPRE1|ARHGEF2|SMC3|PCNT|FLNA|CLASP1|GEMIN4|SUN2|WASF1|YWHAE|BCR|RALBP1|ARHGAP27|CLIP2|CEP192|RASA2|SAC3D1|CEP72|MARCKS|FARP1|NET1|ARHGEF11
HALLMARK_MTORC1_SIGNALING	0.000188146754468485	0.000761823500731351	0.536683967083861	2.5158407905367	0	191	PSAT1|GMPS|IFRD1|CDC25A|PSMG1|POLR3G|SLC7A5|ACTR3|ASNS|PDK1|ENO1|SRD5A1|PHGDH|BUB1|CCT6A|UCHL5|NUP205|CALR|PLK1|PNO1|MCM4|RPN1|GAPDH|MCM2|MTHFD2|PSMD14|HPRT1|PSMC2|TPI1|CTSC|NFIL3|AURKA|PNP|TES|DHCR7|PITPNB|SSR1|TUBA4A|CACYBP|ACTR2|TOMM40|SHMT2|HSP90B1|RRM2|MLLT11|HSPD1|ABCF2|UNG|SLC2A1|PSMA4|PGM1|DAPP1|GPI|RPA1|PSPH|EIF2S2|SERPINH1|NFYC|RAB1A|HMBS|VLDLR|NAMPT|PSMD12|CXCR4|PDAP1|SLC7A11|ARPC5L|PLOD2|FADS2|PGK1|PPA1|STIP1|DDIT4|TFRC|STARD4|EBP|PRDX1|HSPE1|PPIA|TXNRD1|BCAT1|HSPA5|NUFIP1|CCNF|MAP2K3|IMMT|SQLE|FADS1|ME1|EEF1E1|LDHA|RIT1|IFI30|YKT6
HALLMARK_MYC_TARGETS_V1	0.000188536953242836	0.000761823500731351	0.662101945322771	3.09595215287727	0	187	SRPK1|IFRD1|DEK|ILF2|SERBP1|USP1|TFDP1|HDAC2|SYNCRIP|PSMB2|HDGF|MCM6|RFC4|RANBP1|CDC20|ODC1|SNRPA1|LSM2|MCM7|CCNA2|SF3B3|SNRPG|MCM5|SNRPD1|YWHAQ|PPM1G|TYMS|UBA2|CCT4|STARD7|DDX18|PRDX4|KPNA2|CCT5|TCP1|MCM4|MRPL9|PABPC1|MCM2|MAD2L1|HNRNPD|PSMD14|HPRT1|CDC45|CAD|RAN|PSMD7|PCNA|PRPS2|SSBP1|ABCE1|XPO1|PABPC4|SSB|TRA2B|TARDBP|CUL1|HSPD1|XPOT|SNRPA|EIF3B|HNRNPA3|VBP1|U2AF1|XRCC6|SET|PSMA4|POLE3|EIF2S2|NCBP1|CCT3|NOLC1|HDDC2|FBL|COX5A|CDK2|CDK4|NOP16|PGK1|PSMA7|SNRPD3|DDX21|PSMD1|HSPE1|PPIA|CCT7|PWP1|CBX3|SMARCC1|SRM|HNRNPU|CNBP|HSP90AB1|NOP56|ACP1|C1QBP|YWHAE|SNRPB2|PHB2|KPNB1|LDHA|HNRNPA2B1|PSMA2|EIF4H|VDAC3|AIMP2|HNRNPR|PSMC4|UBE2E1|LSM7|NCBP2|RPS10|PSMA1|MYC|PCBP1|NPM1|RNPS1|SNRPD2|RRM1|GNL3|CSTF2|COPS5|EIF4A1|TXNL4A
HALLMARK_MYC_TARGETS_V2	0.000198019801980198	0.000761823500731351	0.643955215634513	2.47225785126751	0	57	NIP7|WDR43|NDUFAF4|MPHOSPH10|NOP2|MCM5|BYSL|PLK1|DDX18|MCM4|PLK4|SUPV3L1|HSPD1|TCOF1|MRTO4|UNG|PPRC1|NOLC1|CDK4|NOP16|TBRG4|RCL1|HSPE1|CBX3|SRM|NOP56|WDR74|PES1|DUSP2|UTP20|AIMP2|PPAN|MYBBP1A|SLC19A1|TFB2M|PUS1|MYC|NPM1|GNL3|IMP4|EXOSC5
HALLMARK_SPERMATOGENESIS	0.000385653682992673	0.0012051677593521	0.37447518219668	1.66483306774633	1	130	ART3|IL12RB2|TTK|DBF4|RFC4|PSMG1|DMRT1|KIF2C|LPIN1|EZH2|BUB1|CCNB2|NCAPH|ACRV1|AURKA|CSNK2A2|CDK1|CDKN3|RPL39L|MTNR1A|TOPBP1|CNIH2|AGFG1|PCSK1N|NEK2|CCNA1|POMC|CLPB|TSN|SNAP91|MLF1|SLC2A5|NF2|GFI1|TLE4|MLLT10|HSPA4L|ADAD1|TALDO1|TCP11|DCC|VDAC3|PIAS2|LDHC
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.000383803492611783	0.0012051677593521	0.410892463538489	1.77123943515348	1	105	PSAT1|PDIA6|DKC1|SLC7A5|ASNS|CEBPG|CKS1B|CEBPB|CALR|CHAC1|NFYA|MTHFD2|KHSRP|HYOU1|SSR1|DDX10|HSP90B1|XPOT|YWHAZ|SRPRB|TATDN2|PDIA5|NOLC1|EIF4G1|ATF4|EIF4EBP1|VEGFA|DDIT4|ALDH18A1|HSPA5|NOP56|GEMIN4|KDELR3|PREB|POP4|CCL2|LSM4|PAIP1|BANF1|NPM1|EXOSC2|EIF4A1|EIF4A3|EXOSC5|EXOSC4|EXOSC9
HALLMARK_XENOBIOTIC_METABOLISM	0.00127496812579686	0.00374990625234369	-0.322158625601877	-1.53322434933892	5	196	ESR1|FBP1|CSAD|ACOX2|IGFBP4|TMBIM6|MCCC2|CYB5A|FAH|ELOVL5|CROT|MPP2|BLVRB|UGDH|GNMT|NINJ1|RETSAT|ACSM1|ETFDH|GSTM4|DCXR|SERPINA6|PINK1|PDK4|ENTPD5|DHPS|NQO1|PTGR1|CYP2E1|MAOA|F10|CYP26A1|SAR1B|LEAP2|ASL|TAT|IGF1|CFB|CES1|ADH1C|ARPP19|ACOX3|CD36|AOX1|ATOH8|DHRS7|SLC46A3|HACL1|DHRS1|SLC35D1|EPHX1|ECH1|ABCC3|MAN1A1|GSS|ALDH2|SERTAD1|GSTT2|CDO1|ITIH4|ABHD6|CYFIP2|CAT|NFS1|VTN
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.00151057401812689	0.00419603893924136	0.321712573029149	1.51255398658752	7	196	RIPK2|BTG3|CCL20|CEBPB|SOD2|BCL2A1|FOSL1|NFIL3|NFKBIE|CXCL10|YRDC|CXCL1|PTX3|ICAM1|PLAUR|IL1A|TNFRSF9|TNF|TAP1|PANX1|CD83|RELB|B4GALT5|PNRC1|IFIH1|CXCL11|BIRC2|SLC2A6|FUT4|CSF2|RNF19B|PTGS2|TANK|NAMPT|CFLAR|IL23A|VEGFA|CXCL3|SERPINB2|SERPINB8|CCL5|SPSB1|SPHK1|CXCL6|RCAN1|TNFAIP3|IL15RA|TLR2|BIRC3|ICOSLG|CD80|MAP2K3|TRAF1|NFKB2|EHD1|DUSP2|CCL4|CCL2|MARCKS|PDE4B|IFNGR2|BMP2|IL1B|KYNU|PHLDA1|TNFAIP2|MYC|TRIP10|PLEK|GPR183|GCH1|EDN1|LIF|IL7R|IL18|DRAM1|EFNA1|MCL1|IL12B|ID2|TNFSF9|CD44|TNFAIP8|ETS2|IRF1|FJX1|SAT1
HALLMARK_MYOGENESIS	0.00191367212417606	0.00503597927414752	-0.31740768543098	-1.51133336779565	8	197	SPDEF|ADCY9|OCEL1|REEP1|ITGB5|PPP1R3C|BHLHE40|VIPR1|CACNA1H|KCNH1|HRC|CACNG1|CRAT|STC2|MEF2D|CFD|HSPB8|RB1|CASQ1|LAMA2|COX7A1|PVALB|TSC2|CAMK2B|SGCD|BAG1|DMPK|MYH11|BDKRB2|NQO1|CASQ2|ERBB3|MAPRE3|SGCG|TNNT3|MYL3|PGAM2|IGF1|FKBP1B|MYO1C|SPARC|APOD|TGFB1|FXYD1|CD36|SGCA|AEBP1|LDB3|PYGM|PSEN2|COL6A3|FHL1|TNNT1|ATP6AP1|CDKN1A|MB|SORBS3|ITGA7|TCAP|MYOG|PFKM|AK1|FST|IGFBP7|COL3A1|AGL|MYH1|COL1A1|ENO3|GADD45B|MYL7|MYH8|SCD|MYOM2|CDH13|CLU
HALLMARK_ADIPOGENESIS	0.00318877551020408	0.0079719387755102	-0.315147981527463	-1.49221162745543	14	189	CMBL|REEP6|REEP5|CYP4B1|ADCY6|FAH|SULT1A1|PTGER3|CCNG2|LTC4S|SLC27A1|CRAT|ELMOD3|TOB1|COQ5|HSPB8|OMD|RETSAT|SPARCL1|QDPR|LIPE|FZD4|BAZ2A|PRDX3|UQCRQ|ARAF|ACADS|MGLL|SNCG|EPHX2|ABCB8|STOM|PDCD4|GPX4|BCKDHA|DHRS7B|FABP4|GPHN|NKIRAS1|ADIPOQ|LIFR|CD36|ALDOA|ITSN1|PHLDB1|UQCR11|PFKFB3|DHRS7|ITIH5|ESYT1|CD302|NDUFA5|ECH1|CD151|SCP2|GPAM|MRAP|ALDH2|CIDEA|ITGA7|ECHS1|PPARG|UCK1|VEGFB|CAT|ADIPOR2|LEP|CPT2
