PC	Variance	Percent	Cumulative
PC702	0.000165913769421004	0.0165913769421004	95.3250723511424
PC703	0.000165552276250059	0.0165552276250059	95.3416275787674
PC704	0.000165202869649542	0.0165202869649542	95.3581478657324
PC705	0.000164978419743321	0.0164978419743321	95.3746457077067
PC706	0.000164707335212507	0.0164707335212507	95.3911164412279
PC707	0.000164548294850157	0.0164548294850157	95.4075712707129
PC708	0.000163977490917538	0.0163977490917538	95.4239690198047
PC709	0.000163789603073244	0.0163789603073244	95.440347980112
PC710	0.00016342416103848	0.016342416103848	95.4566903962159
PC711	0.000163064961803784	0.0163064961803784	95.4729968923963
PC712	0.000162726447371908	0.0162726447371908	95.4892695371335
PC713	0.000161988349462954	0.0161988349462954	95.5054683720797
PC714	0.000161933229549341	0.0161933229549341	95.5216616950347
PC715	0.00016154823344876	0.016154823344876	95.5378165183796
PC716	0.000161034430352955	0.0161034430352955	95.5539199614149
PC717	0.000160599092607963	0.0160599092607963	95.5699798706757
PC718	0.000160289976521554	0.0160289976521554	95.5860088683278
PC719	0.000159920233809139	0.0159920233809139	95.6020008917087
PC720	0.000159462687141658	0.0159462687141658	95.6179471604229
PC721	0.00015913830471268	0.015913830471268	95.6338609908942
PC722	0.000158800547380453	0.0158800547380453	95.6497410456322
PC723	0.00015847479276669	0.015847479276669	95.6655885249089
PC724	0.000158327926033807	0.0158327926033807	95.6814213175122
PC725	0.000158095462275567	0.0158095462275567	95.6972308637398
PC726	0.000157837099506489	0.0157837099506489	95.7130145736905
PC727	0.000156882955186006	0.0156882955186006	95.7287028692091
PC728	0.000156731516118847	0.0156731516118847	95.7443760208209
PC729	0.000156210509909457	0.0156210509909457	95.7599970718119
PC730	0.000155883968614477	0.0155883968614477	95.7755854686733
PC731	0.000155609742580621	0.0155609742580621	95.7911464429314
PC732	0.000155419067821388	0.0155419067821388	95.8066883497135
PC733	0.000154771132218432	0.0154771132218432	95.8221654629354
PC734	0.000154336885318187	0.0154336885318187	95.8375991514672
PC735	0.000154264794761424	0.0154264794761424	95.8530256309433
PC736	0.000153874648062908	0.0153874648062908	95.8684130957496
PC737	0.000153651383046489	0.0153651383046489	95.8837782340543
PC738	0.000152939251622521	0.0152939251622521	95.8990721592165
PC739	0.000152648281836505	0.0152648281836505	95.9143369874002
PC740	0.00015199604576186	0.015199604576186	95.9295365919764
PC741	0.000151761198281767	0.0151761198281767	95.9447127118045
PC742	0.000151342387778376	0.0151342387778376	95.9598469505824
PC743	0.000151263771811523	0.0151263771811523	95.9749733277635
PC744	0.000150769792327897	0.0150769792327897	95.9900503069963
PC745	0.000150463867597064	0.0150463867597064	96.005096693756
PC746	0.00015007714589686	0.015007714589686	96.0201044083457
PC747	0.000149644921071553	0.0149644921071553	96.0350689004529
PC748	0.000149373719682328	0.0149373719682328	96.0500062724211
PC749	0.000149297524678135	0.0149297524678135	96.0649360248889
PC750	0.000148733928535014	0.0148733928535014	96.0798094177424
PC751	0.000148391115647154	0.0148391115647154	96.0946485293071
PC752	0.000148035084597018	0.0148035084597018	96.1094520377669
PC753	0.000147712476860672	0.0147712476860672	96.1242232854529
PC754	0.00014733157842536	0.014733157842536	96.1389564432955
PC755	0.000146979902584425	0.0146979902584425	96.1536544335539
PC756	0.00014645447573613	0.014645447573613	96.1682998811275
PC757	0.000146374366285634	0.0146374366285634	96.1829373177561
PC758	0.000145955430176548	0.0145955430176548	96.1975328607737
PC759	0.000145447400905136	0.0145447400905136	96.2120776008642
PC760	0.000145399083772297	0.0145399083772297	96.2266175092414
PC761	0.000144934390136422	0.0144934390136422	96.2411109482551
PC762	0.000144690377844954	0.0144690377844954	96.2555799860396
PC763	0.000144611178211976	0.0144611178211976	96.2700411038608
PC764	0.000143875969661152	0.0143875969661152	96.2844287008269
PC765	0.00014372396393343	0.014372396393343	96.2988010972203
PC766	0.000143467346648896	0.0143467346648896	96.3131478318851
PC767	0.00014321041990055	0.014321041990055	96.3274688738752
PC768	0.000143066710066381	0.0143066710066381	96.3417755448818
PC769	0.000142412717435464	0.0142412717435464	96.3560168166254
PC770	0.000142077576314384	0.0142077576314384	96.3702245742568
PC771	0.00014181081683653	0.014181081683653	96.3844056559405
PC772	0.000141611056780934	0.0141611056780934	96.3985667616186
PC773	0.00014096418668577	0.014096418668577	96.4126631802871
PC774	0.000140846870615029	0.0140846870615029	96.4267478673487
PC775	0.000140480271673012	0.0140480271673012	96.4407958945159
PC776	0.00014008363746297	0.014008363746297	96.4548042582623
PC777	0.000139722638776024	0.0139722638776024	96.4687765221399
PC778	0.000139274783743526	0.0139274783743526	96.4827040005142
PC779	0.00013872924496897	0.013872924496897	96.4965769250111
PC780	0.000138469756518862	0.0138469756518862	96.510423900663
PC781	0.000138324656614407	0.0138324656614407	96.5242563663244
PC782	0.000137733445994708	0.0137733445994708	96.5380297109239
PC783	0.000137140587210878	0.0137140587210878	96.551743769645
PC784	0.000136889156830373	0.0136889156830373	96.565432685328
PC785	0.000136430316392185	0.0136430316392185	96.5790757169673
PC786	0.000136207275871208	0.0136207275871208	96.5926964445544
