Gene	RF_Importance
KRT86	0.0618040200261383
VAV3	0.0616789794611202
KLHDC7A	0.061620663705083
LOC284578	0.0614015596978028
PVALB	0.0613426631962292
BAI2	0.0610259603045079
RANBP3L	0.0609122968615811
MT1H	0.0608996245482876
PTPLA	0.0608051347833716
CYP4Z1	0.0607725445773671
LOC440925	0.0603552695410671
FAM184B	0.0602901376333229
LRFN2	0.0602119537486099
LRRC31	0.0601888962384185
CYP4Z2P	0.0600891353351048
BTG2	0.0600038961905392
TMEM158	0.059874916300417
CYP4F8	0.0597642312995016
RORC	0.0597010148308903
DMRT1	0.0594738683914312
PCNT	0.0594384115884855
TTC18	0.0594117576437926
PHF21B	0.0593528642175198
TLX1NB	0.0592469999457592
KCNE4	0.0592456717713514
CBX2	0.0588222578748317
NCCRP1	0.0587374089757363
ABCC13	0.058662435224457
NTN4	0.0583002673218704
CLGN	0.0578601425731209
TRH	0.0577749849175568
HGD	0.057716346010371
TMEM132C	0.0573195964384942
RAD54L	0.0571923025209565
CYP4F22	0.0566690223629803
KRT17	0.0563923682732337
SCGB2A2	0.0563714756721081
C9orf152	0.0557399049287106
CAPN9	0.0553321872885629
SLC6A15	0.0552612235693009
FAM81B	0.055212274095014
CIDEC	0.0547421096749564
C16orf89	0.0547334468367032
SCN7A	0.0540510384116627
MAGEA6	0.0539304131160129
SLC1A6	0.0538527742922984
DEFB132	0.0536708425075471
TEX15	0.0535142657787276
GRIA1	0.053386629382292
BMP4	0.0533446277018906
CYP4F11	0.0532083425639703
ITPR1	0.0527722733025405
BPIL1	0.052734353501197
GREB1	0.0524491101972937
SLC4A8	0.0524379297648288
MAGEB1	0.052326598847108
LOC284276	0.0522672305845242
LDHB	0.0522575245561452
CYP4X1	0.0518752725645235
KCND3	0.0517650167879238
GSDMC	0.0515873483001698
CEACAM5	0.0513909950467588
PRSS3	0.0510162129886386
MAGEA4	0.0507882812770148
S100A2	0.0505268432942961
FAM83D	0.0504769184584768
PHYHD1	0.0499213886468772
PLAT	0.0498360160621346
ADIPOQ	0.0496241734214247
ST8SIA6	0.0495943514233384
MSLN	0.0493044614296648
FBXO15	0.0486523213688458
MAG	0.048100632650571
C3orf15	0.0478761783790206
CYP2A6	0.0478082859646397
SCGB2A1	0.0477560314640767
C1QTNF7	0.0477191399385262
UGT2B15	0.0470183232050228
MYH11	0.0466516367888286
TIMP4	0.0451548544055524
C20orf114	0.0447827216600604
CEACAM6	0.0446954720847523
SH3GL3	0.0443553212913554
CALB2	0.0439280265033857
RP1	0.0438964417714101
NEK5	0.0438155709305856
CACNG4	0.0436356237882281
MAGEA3	0.0434174066140919
LOC645323	0.0433131508431182
C14orf180	0.0429000360759442
NBPF6	0.0425837600201537
LOC100130148	0.0425536293289276
FAM135B	0.0425259114665108
RASGEF1C	0.0421918910446684
NBPF4	0.0419688517970093
KLRG2	0.0415679477202947
FLRT3	0.0406538364851176
DHDPSL	0.0405941821927654
ALB	0.0395791660800975
IGDCC3	0.0394505973750645
SPHKAP	0.0393886597513698
CST4	0.0388947347137412
TPSB2	0.038760478294179
KRT9	0.0387275027397201
GFRA1	0.0385108037689839
RAI2	0.0382594361405036
LOC728606	0.037704525819163
SLC7A13	0.0375749472428603
SLC5A1	0.0369909248736142
CIB3	0.0357242493278684
ASCL1	0.0348058716906545
SERPINA6	0.034412914929792
KRT37	0.0325238269207156
NBEA	0.0315692096950204
GPR98	0.0314203151503367
UGT2B11	0.0307009105064568
CYP2A7	0.0302074078116278
SPATA4	0.0294364923878729
VWA2	0.0289448863108256
KCNC2	0.02834343126719
GRIA2	0.0279944091677462
CAPN8	0.0275636589955638
PHGR1	0.0271161120483877
C1orf168	0.0255838654388554
PEBP4	0.0254696571796683
CGA	0.0251938697318008
CST5	0.0236211066126856
CLEC3A	0.0235363115652345
CST9	0.0216897838643992
APOF	0.0213377061912467
TMC3	0.0154085133257547
GLRA3	0.00920222471753319
