Gene	RF_Importance
NKX2-5	0.0926638250783404
SIX3	0.0925048710074663
NOL4	0.0924594827810336
ACSM1	0.0923466309722147
AGTR1	0.0923216288404819
NOVA1	0.0921772435559935
APBA2	0.0921437617229546
ABLIM3	0.0919765725595596
SLC7A4	0.0919246220326181
IL2RA	0.091914185757099
RALGPS2	0.0916231351336947
CHRDL2	0.0914463219189076
LOC283174	0.0913059769971759
NCAN	0.0906751040715681
PHGDH	0.0906272479617663
PLA2G4F	0.0906204343007287
RSPO4	0.090434814081874
NMU	0.0903608179684854
HRC	0.0903337718209335
CXADRP3	0.0903230019652227
TCAM1P	0.0902534568839563
SEC14L4	0.0899109986430292
GPR158	0.0897920387824001
ECEL1	0.0897232540952856
SULT2B1	0.0895770236469462
MARCO	0.0895467050540822
SEMA3E	0.0894192826631184
HBA1	0.0893697616797185
SVOPL	0.0893459118258359
PLK1	0.0892458277101852
LOC100188947	0.0892167413502544
NME5	0.08878089469163
CCL14	0.0886272852125751
RBM24	0.0885489475858711
OCA2	0.0885075870415471
MS4A15	0.0884987425591798
ANKRD43	0.0881638178772104
SIGLEC15	0.0881330918036533
IQUB	0.0880769352308987
AURKA	0.0879302775119036
TMEM84	0.0877190811179955
SLC27A2	0.0877190115054385
FGFBP1	0.0875832579790086
IL20	0.0873450948933517
HRASLS	0.087343690207444
ACTL8	0.0872966534844096
CXCL5	0.087247951724816
FSTL4	0.087222813802581
TCF7L1	0.0870585346874913
LRRC26	0.0870147286488889
SRMS	0.0869407216620528
RAD51AP1	0.0868567335885073
CALML5	0.0863848199227807
C4A	0.0863717408041015
MATN3	0.0862943278440318
TNN	0.0860783433923601
PKP1	0.0860743745777482
CP	0.0859813736705851
ROPN1L	0.0859376186695017
IDO1	0.0859335330779523
ANKRD30A	0.085896950492661
CBFA2T3	0.0856117554970323
MUC6	0.0854839682018655
ITIH5L	0.0854521111059109
LAD1	0.0854259251680833
SKA1	0.0853089795930857
CXCL14	0.085291162284243
SUSD3	0.0852340063023359
GRP	0.0852208729468511
C5orf49	0.0852160810307786
FAM134B	0.0850906259250447
AQP9	0.0848890590275094
ADH1B	0.084602251331347
NKAIN1	0.0844809178966703
TRPV6	0.0844787480051772
GLDC	0.08438971647206
C14orf132	0.0836459311042499
MYT1	0.0836401415455691
FMO5	0.0835420389461109
COL11A2	0.0833705608873954
DNAJC12	0.0833485685881032
ADAMDEC1	0.0832171047992886
TAT	0.0832093127494991
BAIAP3	0.0831014645315926
IL20RA	0.082744783548299
TMEM63C	0.0824042091269393
C4orf40	0.0820379407231421
AQP5	0.0819526497479551
ABAT	0.0819146266622344
KIF5C	0.0818651502420423
ZG16B	0.0814998087214181
LRP8	0.0814190275008194
SERPINB4	0.0812937245803963
ORC6L	0.0809716700026593
MUC16	0.0809298050819776
EFCAB6	0.0808716410568883
ATP1A4	0.0807668490591392
ABCC6	0.0806874198066068
LOC100190938	0.08057376189689
LCN2	0.0803373475461598
CDK1	0.0800090481622921
FAM83E	0.0799890684201073
GPR12	0.079966380090274
CDCA3	0.0798519827622227
IGSF9B	0.0792333012603819
ANXA8L2	0.0792292489915088
FAM196A	0.0791186245854405
KIFC1	0.079033260274213
SYT1	0.0786519226031554
KLHL34	0.0786333125441697
