Gene	RF_Importance	LASSO_Coefficient	Degree	logFC	adj.P.Val	Is_Mutated	Score
TTYH1	0.0947240775884243	0	0	2.9520124401381	4.30938611518113e-30	FALSE	0.368658442335222
CCDC74B	0.324059861550176	0	0	-2.32626809444258	6.10094489089675e-39	FALSE	0.359217912851686
RHCG	0.125971524925246	0	0	2.84927221294131	2.30924323579086e-34	FALSE	0.343758477843328
SERPINA6	0.034412914929792	0	0	-3.09153406392694	6.54743380762565e-16	FALSE	0.337320217872666
ACE2	0.190332420472907	0	0	2.6616431362067	1.33463591193925e-33	FALSE	0.324872675877548
KLK5	0.143679185052375	0	0	2.77460200467758	1.97947000559318e-16	FALSE	0.30742976270611
PP14571	0.143444826136605	0	0	-2.77377875487247	1.87219244894518e-30	FALSE	0.305463605289827
ZNF462	0.527835883996967	0	0	1.72960544381335	5.63531328206708e-31	FALSE	0.295908594507976
LRRC48	0.361646767624852	0	0	-2.17339965252255	9.91703602459106e-48	FALSE	0.289709160055183
CHI3L2	0.183480292179431	0	0	2.65086617217954	6.1070522475205e-29	FALSE	0.285342756300703
LONRF2	0.106767668159507	0	0	-2.84084500278427	7.75756110060357e-43	FALSE	0.262386913420355
C19orf21	0.198404158955715	0	0	-2.59016227642276	3.42151469543606e-29	FALSE	0.257734148819719
MMP1	0.129998373584573	0	0	2.77453653413519	8.87831364093165e-20	FALSE	0.25748182788851
KCNS1	0.29021216424202	0	0	2.33817675910458	1.45516784151537e-32	FALSE	0.251946665058886
C6orf218	0.250376316433688	0	0	2.44329379440918	2.36149719877467e-57	FALSE	0.248756917835989
SERPINB5	0.172546991262911	0	0	2.6490950974496	7.040141883967e-20	FALSE	0.243104161283215
CYP21A2	0.201719398478311	0	0	-2.5699713442477	3.48459044089286e-42	FALSE	0.242542715239233
CDH3	0.291795180415606	0	0	2.31785568326094	5.75523205748506e-31	FALSE	0.23026637414201
TUBA3E	0.127280510124366	0	0	-2.7604039336229	6.58631324824393e-31	FALSE	0.228486399666335
KCNJ11	0.218008068244116	0	0	-2.50921607974162	8.02881322754205e-57	FALSE	0.219838721783856
SOX8	0.207534769438266	0	0	2.53096340126963	2.29301754096957e-34	FALSE	0.211045083188307
RASAL1	0.100125166572737	0	0	2.81976682035863	7.50761061726474e-34	FALSE	0.20970616083148
AGTR1	0.0923216288404819	0	0	-2.83403541374317	3.56517998617558e-27	FALSE	0.200540209620137
RGS11	0.268455275688027	0	0	-2.35326945094109	1.11602875348113e-44	FALSE	0.193041137343327
CHRM3	0.240896343702419	0	0	2.4245206615436	7.81911905578485e-43	FALSE	0.188848692150524
OGN	0.120820045424329	0	0	-2.74200046998553	1.39399811764365e-27	FALSE	0.18008206912657
CLCN4	0.376649557385416	0	0	2.05168775587482	7.84011636875189e-44	FALSE	0.179979002770311
CPA3	0.108343240556828	0	0	-2.76697371422208	1.32344983889276e-39	FALSE	0.168344238829594
NOVA1	0.0921772435559935	0	0	-2.80414921260719	7.74585208786744e-33	FALSE	0.159643927104644
ATP1A2	0.114593801316737	0	0	-2.74192243679697	9.68802876698182e-27	FALSE	0.157285215788909
FBN3	0.0775143766246507	0	0	2.84099173627353	1.7021718199099e-35	FALSE	0.155971968841293
KRT6C	0.134173433848579	0	0	2.68303213498162	3.24569174654576e-26	FALSE	0.149094261911204
LPPR3	0.111566213758578	0	0	-2.74401554516093	3.26705435894506e-24	FALSE	0.149078577782386
OPRK1	0.0681510769726229	0	0	2.851584401381	1.5615395075214e-54	FALSE	0.1361560720108
MLXIPL	0.255806025560261	-0.0276378031649996	0	-1.5403927942978	2.91227415549355e-13	FALSE	0.135504590338683
STAC2	0.128880356372594	0	0	2.6782968281546	1.87925210641327e-13	FALSE	0.123407306530617
FAM19A3	0.231684912998666	0	0	2.40035380554628	2.16753777253294e-46	FALSE	0.122633359872954
C1orf106	0.137107676627385	0	0	2.65316500501169	1.97018152513565e-30	FALSE	0.119443751124425
PCSK4	0.272452640593643	0	0	-2.28341169172513	9.01519786203581e-48	FALSE	0.113246094182882
CCKBR	0.0985920509155626	0	0	2.74958322530349	5.569445221722e-52	FALSE	0.109315233300374
UBXN10	0.169394360766691	0	0	-2.54866686936184	1.88497640881425e-50	FALSE	0.095956697953939
KIAA1370	0.524645920227814	0	0	-1.5816213119501	4.07507918254632e-53	FALSE	0.0843868865499906
MFI2	0.345868440274455	0	0	2.06030044102906	2.62342629389376e-39	FALSE	0.0794316710544794
NCAM2	0.0941003605346004	0	0	-2.73451489252702	1.98709764721479e-38	FALSE	0.0725911407199377
ZIC4	0.168723470363697	0	0	2.53224874707651	2.93312334836337e-43	FALSE	0.0713341632444939
LRRC31	0.0601888962384185	0	0	-2.80297232431229	5.02532350454557e-21	FALSE	0.0414731765521803
IL20	0.0873450948933517	0	0	-2.72222949994431	1.18229977402475e-23	FALSE	0.0313766607202132
RARRES1	0.159267293668343	0	0	2.52721769907562	2.71616374494026e-35	FALSE	0.0300753745021894
NOSTRIN	0.134291982857365	0	0	-2.59125933177415	7.87264522445269e-60	FALSE	0.0255602474871524
CPLX1	0.38622605930871	0	0	-1.90337733377883	4.50803579280446e-47	FALSE	0.0145437234064025
SEMA3B	0.216905846963924	0	0	-2.35810882280877	6.66346691429479e-39	FALSE	0.0117070621695204
SMC1B	0.127925464930312	0	0	2.59434924601849	3.92274792934763e-36	FALSE	0.00653140982981426
FAM83B	0.331998394959993	0	0	2.03737863013698	6.38019365766367e-21	FALSE	-0.00208010907881442
IGDCC3	0.0394505973750645	0	0	-2.81851753201916	8.40638498037986e-29	FALSE	-0.0131088621047326
MARCO	0.0895467050540822	0	0	2.68286760886513	5.45710784193737e-24	FALSE	-0.0137693751557846
ELOVL2	0.173605881582622	0	0	-2.44512024724356	3.42676220355201e-20	FALSE	-0.0285645391663192
CAPN6	0.244965691391728	0	0	2.24837077848313	1.97100637730561e-15	FALSE	-0.0342626726422548
C9orf152	0.0557399049287106	0	0	-2.75804214500501	4.89670157954351e-40	FALSE	-0.0354324745827417
KLK7	0.147213937130592	0	0	2.50969005902661	9.79005974494249e-16	FALSE	-0.0375291040989403
OLAH	0.233673884803876	0	0	2.27455772803207	1.33664005478289e-51	FALSE	-0.0400423310456962
KCNG1	0.0730475408937333	0	0	2.7065049025504	7.04392883643687e-31	FALSE	-0.041971222006088
NXNL2	0.140032356708589	0	0	-2.52545360507852	7.29643265828759e-36	FALSE	-0.0424089702152977
DYNLRB2	0.170694525104184	0	0	-2.43415470319635	2.84471256256783e-55	FALSE	-0.0539871117364549
SPEF1	0.182061188177795	0	0	-2.38948749303932	7.49741942095682e-40	FALSE	-0.0728976475902158
CEACAM6	0.0446954720847523	0	0	-2.75958856665553	1.66719419023668e-16	FALSE	-0.0735948370840869
ADCY5	0.098077548506589	0	0	-2.61393663214167	4.01203318608876e-26	FALSE	-0.075790337219168
CHST4	0.210188814591684	0	0	2.3090741953447	2.00445030842039e-38	FALSE	-0.0790086882181178
BBOX1	0.129016665151683	0	0	2.52752533021495	2.3088613252137e-19	FALSE	-0.0797570092618051
KCNN4	0.251630247985877	0	0	2.19100496046331	8.18989558448826e-38	FALSE	-0.0874631512336175
LRG1	0.105742881589504	0	0	-2.58405886401602	2.95088775868769e-24	FALSE	-0.0882128353263565
ANKRD43	0.0881638178772104	0	0	-2.63043902439025	1.15001806950278e-28	FALSE	-0.0896294525801995
SHC4	0.0720315419442739	0	0	2.6726085755652	2.98799848693853e-31	FALSE	-0.0914609366350322
C20orf26	0.229567665046492	0	0	-2.24326262612763	1.1721124497177e-44	FALSE	-0.0972805890263684
ESYT3	0.118191115235948	0	0	2.54294793406838	2.64752358616858e-47	FALSE	-0.09837780602235
PCP2	0.0973788456131543	0	0	-2.59646765564094	7.56419123866742e-44	FALSE	-0.101933720669822
HEPACAM2	0.0678134259740349	0	0	-2.67053417975276	2.57972515267465e-24	FALSE	-0.109635871978635
KLK10	0.100220852311922	0	0	2.58240512974719	5.45470683238081e-17	FALSE	-0.110571635088349
TMEM45B	0.102610862932592	0	0	-2.57565374986079	1.21965971771731e-30	FALSE	-0.110980996769045
CENPW	0.362073151819024	0	0	1.87165090767345	1.40535881695708e-57	FALSE	-0.116336995772077
SIX3	0.0925048710074663	0	0	2.59840542599399	5.33015817623794e-35	FALSE	-0.117079316120794
LOC389033	0.183892075608983	0	0	-2.34745855440472	2.93586844945379e-24	FALSE	-0.122997405790934
SDR16C5	0.135490948227209	0	0	-2.47296203586146	2.26928463086731e-18	FALSE	-0.129865307156104
CACNA1H	0.159488088432759	0	0	-2.40649013475888	5.51742197130914e-31	FALSE	-0.132197896862012
CYP4F22	0.0566690223629803	0	0	-2.68382845082971	6.15935120871276e-22	FALSE	-0.132293663024597
ONECUT2	0.118004194566676	0.0204530265114694	0	1.91656514533913	2.90827974877635e-14	FALSE	-0.14105341711733
HPDL	0.152653713107069	0	0	2.40458855106359	5.18226515223973e-42	FALSE	-0.159674314000195
CPA4	0.227937560659243	0	0	2.20129255819133	2.48030278234336e-28	FALSE	-0.15991435419184
BMPR1B	0.103274186235913	0	0	-2.5373196681145	5.40442278913705e-14	FALSE	-0.16034493669069
CENPE	0.485479607745841	0	0	1.50027372981401	5.77448065057475e-28	FALSE	-0.168237858489316
LCN2	0.0803373475461598	0	0	2.59101913798864	1.39987095980841e-19	FALSE	-0.171401006423776
ABAT	0.0819146266622344	0	0	-2.58265069161378	4.54092823274284e-52	FALSE	-0.176956677187027
C15orf59	0.287455120543161	0	0	-2.02770079518876	1.01526822171563e-34	FALSE	-0.177490109420923
PLIN5	0.0972355038141533	0	0	-2.53867567212385	1.29112418031507e-28	FALSE	-0.180521137002188
CXCL5	0.087247951724816	0	0	2.56178324312284	1.13488833605765e-32	FALSE	-0.185707063964884
FERMT1	0.109218845344727	0	0	2.50068638823923	8.87073878532077e-28	FALSE	-0.188163701753814
UGT2B15	0.0470183232050228	0	0	-2.66149111927832	3.47021618001172e-25	FALSE	-0.19763859322933
ZNF552	0.311848736402952	0	0	-1.94158342799866	4.89318340206917e-47	FALSE	-0.204914708948835
GAL	0.0699542656159355	0	0	2.59352311393251	1.75850526427669e-32	FALSE	-0.2058596284615
CACNG4	0.0436356237882281	0	0	-2.66282949326204	2.2404536590747e-26	FALSE	-0.208158920653517
TOX3	0.0721044121454873	0	0	-2.58551155807996	2.2165888521767e-27	FALSE	-0.208845407901558
KIAA1984	0.347328278745321	0	0	-1.84102317407284	2.82876584559808e-42	FALSE	-0.211446178430673
COL9A3	0.126012787030774	0	0	2.43727835393697	2.14491016722437e-27	FALSE	-0.212609582804401
TUBA3D	0.0618878973177779	0	0	-2.60832812562646	1.47308773140621e-23	FALSE	-0.215258871326815
CYP2A6	0.0478082859646397	0	0	-2.64455756988529	1.93827921841538e-15	FALSE	-0.217633307403478
TMSB15B	0.393977101875804	0	0	1.70941569885287	3.35700651650052e-32	FALSE	-0.219209754093292
STK32B	0.0703890166892475	0	0	-2.5824484731039	2.24619854261374e-40	FALSE	-0.219234732975425
SLC26A3	0.0636271634198232	0	0	-2.59903982180643	1.13394655032603e-22	FALSE	-0.221466720161628
LAMP3	0.185965625512096	0	0	2.26896423209711	2.81317922767718e-36	FALSE	-0.221469971194583
MEX3A	0.316217776267499	0	0	1.91556295133088	4.7371721737612e-36	FALSE	-0.224140092270357
CDH19	0.11162197253168	0	0	2.46756687158926	8.40638498037986e-29	FALSE	-0.224143156094985
ACTL8	0.0872966534844096	0	0	2.52987597059806	7.36513234446577e-22	FALSE	-0.228629693026843
NMU	0.0903608179684854	0	0	2.51943805991758	1.05780083244311e-27	FALSE	-0.231561851940501
KCNH1	0.0989428810141484	0	0	-2.49392107807105	6.4363884621538e-31	FALSE	-0.234752822641404
LRRC26	0.0870147286488889	0	0	-2.52584225637599	7.15230641644398e-29	FALSE	-0.235105876682482
THPO	0.173347561457268	0	0	-2.29001386123176	1.99622579580108e-34	FALSE	-0.239022610325723
CHST8	0.115582324012875	0	0	-2.4458497026395	1.68582536620983e-20	FALSE	-0.239045119525406
REEP1	0.140514049607426	0	0	-2.37837109477669	7.43949082021952e-42	FALSE	-0.239331480282712
SLC39A12	0.336813864997896	0	0	1.84477116382671	8.46277580973052e-42	FALSE	-0.244703031963192
SLC4A8	0.0524379297648288	0	0	-2.60925709544493	8.75770208196909e-45	FALSE	-0.248444280325055
RNF182	0.0769513169388472	-0.0304043689239908	0	1.65627935182092	6.61995460503876e-22	FALSE	-0.251021098076668
INPP4B	0.143600848750182	0	0	-2.3604242744181	1.29771897705622e-53	FALSE	-0.252324130522416
KIF12	0.110770338408579	0	0	-2.44884285555186	3.42557805881544e-30	FALSE	-0.25253919363446
LMO4	0.397703086756272	0	0	1.67466970263948	7.95661759366839e-46	FALSE	-0.252565112100815
KIF14	0.301784788121379	0	0	1.93160921037977	6.20626848904642e-29	FALSE	-0.255065710620659
NCCRP1	0.0587374089757363	0	0	2.58596035638713	8.81717327097673e-23	FALSE	-0.2569550026313
TMEM63C	0.0824042091269393	0	0	-2.51995966365964	1.13600904779876e-41	FALSE	-0.25985500636334
LOC284233	0.224982270403169	0	0	-2.13465761888852	4.85201633436859e-30	FALSE	-0.260694874693997
DNAH5	0.107394459025845	0	0	-2.45076246129859	5.90387036712096e-37	FALSE	-0.262249541730474
DNAH7	0.240088862927311	0	0	-2.09137203474774	1.80943136598162e-44	FALSE	-0.264109006918136
KRT83	0.308544019027305	0	0	1.90502431896648	2.19189825586183e-23	FALSE	-0.266342488594483
MKRN3	0.0730441614104142	0	0	2.5384618353937	2.77718673556615e-27	FALSE	-0.268974945018811
CHI3L1	0.123973989940388	0	0	2.39993323087203	1.90750344818774e-26	FALSE	-0.270485478592101
FBP1	0.143506595819776	0	0	-2.34652500501168	3.7850201819553e-59	FALSE	-0.271442670271829
RTN4RL1	0.146592800664494	0	0	-2.33431919812897	2.96882800373263e-56	FALSE	-0.276682565341106
PRR11	0.314474129892993	0	0	1.87925486357055	4.02924790688019e-25	FALSE	-0.279539495936605
MUC5B	0.12782676662386	0	0	2.37533518431897	6.50715787144605e-12	FALSE	-0.289670966077894
CFD	0.255772242151913	0	0	-2.02991901102574	3.71413787652462e-22	FALSE	-0.28996150032587
CA6	0.186329171508287	0	0	2.21167305267847	2.85047231884863e-30	FALSE	-0.297533560405012
BAIAP3	0.0831014645315926	0	0	-2.48988666889409	1.08931905333188e-37	FALSE	-0.297936262440866
OCA2	0.0885075870415471	0	0	2.47131669673683	7.2499505060097e-38	FALSE	-0.303317925036153
DLX6	0.146245062790646	0	0	2.31173729368527	5.58657506500771e-42	FALSE	-0.308453369924742
LIN7A	0.166514651241312	0	0	-2.25439147343802	9.87725102338509e-26	FALSE	-0.312043515575978
GPR81	0.136224622139545	0	0	-2.33527545383672	2.73784504909063e-37	FALSE	-0.313177521889742
TRPM8	0.160963241115429	0	0	2.26588090433233	2.07790619646746e-37	FALSE	-0.316755697263201
GDF5	0.155910905599971	0	0	2.27848810112485	7.39857049426868e-33	FALSE	-0.318139139146135
NCAPG	0.429743697505854	0	0	1.53944474217619	1.98228976236753e-28	FALSE	-0.318454557070888
S100B	0.18106835059478	0	0	2.20766003118387	1.11515058961928e-18	FALSE	-0.322127299257483
ABLIM3	0.0919765725595596	0	0	-2.4446595344693	4.56916021694162e-52	FALSE	-0.326683572448289
KRT81	0.0751597647514502	0	0	2.48756254371311	1.61787011901882e-15	FALSE	-0.330019071868857
DUSP9	0.104218801195206	0	0	2.40719449381891	2.13230072449316e-32	FALSE	-0.332674483188315
IGF2BP3	0.170492113786105	0	0	2.22810462857779	3.5797301764957e-48	FALSE	-0.333055804452177
CXADR	0.365241788526223	0	0	1.68721319523333	1.36825744939549e-19	FALSE	-0.353926129564942
GSDMC	0.0515873483001698	0	0	2.53110303820025	7.34836498659986e-36	FALSE	-0.357114167852711
LRRC50	0.135768403185727	0	0	-2.30369338901882	1.43444983944086e-38	FALSE	-0.357501038073149
SORCS1	0.0623978678280007	0	0	-2.50160144336786	4.35592239381364e-18	FALSE	-0.357565952208239
SYT1	0.0786519226031554	0	0	-2.45646719901993	3.01882174424688e-21	FALSE	-0.359295334040375
SLC6A15	0.0552612235693009	0	0	2.51672829491035	7.95957902731988e-27	FALSE	-0.363142091714902
C1QL4	0.108239263788397	0	0	2.36573561643836	1.47729948291845e-41	FALSE	-0.374024335100557
CYP4F8	0.0597642312995016	0	0	-2.49280586925047	6.44902869511882e-15	FALSE	-0.379045198590157
KLK8	0.0774495907563466	0	0	2.44472211382114	9.06630819723363e-19	FALSE	-0.379542392556125
SUSD3	0.0852340063023359	0	0	-2.42340887181201	3.25850247110406e-30	FALSE	-0.379961994218956
ULBP1	0.13748247427838	0	0	2.28228421650518	3.77924758367764e-40	FALSE	-0.380173494857566
PVALB	0.0613426631962292	0	0	-2.48600566210046	1.20441013848046e-14	FALSE	-0.382478301423477
RAET1L	0.16964597185258	0	0	2.19283867468538	1.42634938374427e-44	FALSE	-0.383776560416498
SHROOM1	0.301006978522875	0	0	-1.8332454393585	4.25052155225578e-23	FALSE	-0.390769523081535
TMEM40	0.192139231384944	0.012402185049212	0	1.76252357500835	5.11657618457031e-14	FALSE	-0.39546988514358
LOC728606	0.037704525819163	0	0	-2.53258121394364	3.64133992757133e-21	FALSE	-0.405713181895118
VSTM2A	0.0662415694024369	0	0	-2.45505052232988	1.04308798433365e-11	FALSE	-0.406438303976609
TFAP2B	0.097825336847656	0	0	-2.36726028288227	6.0230672628055e-10	FALSE	-0.409918215746108
UGT2B11	0.0307009105064568	0	0	-2.54619053123956	2.4752656197817e-11	FALSE	-0.412854374252012
NKAIN1	0.0844809178966703	0	0	-2.40036712328768	2.05289547111954e-17	FALSE	-0.413831246491738
FGFBP1	0.0875832579790086	0	0	2.39159542710769	1.47741569368912e-20	FALSE	-0.414373564090306
CCDC74A	0.179489194408475	0	0	-2.14170890745071	3.42961850960781e-32	FALSE	-0.416968827928506
C19orf51	0.123743254957655	0	0	-2.29143773916917	5.01540387199068e-33	FALSE	-0.41788134424295
NFE2L3	0.394309594885244	0	0	1.56119768793852	1.09472226310517e-45	FALSE	-0.418209847092385
STC2	0.105826610650076	0	0	-2.33876653747631	3.10545189187075e-25	FALSE	-0.419246855031439
AZU1	0.363185348595943	0	0	-1.64305623343357	7.38021821476638e-19	FALSE	-0.421067708792586
KIF20A	0.346395528317552	0	0	1.68764253257601	1.49460815059023e-24	FALSE	-0.422031076305117
B3GNT3	0.246629950885915	0	0	1.9557520057913	1.45491076258689e-16	FALSE	-0.423464708920356
TAT	0.0832093127494991	0	0	-2.39412696959572	8.7412964066328e-10	FALSE	-0.426894747240037
ACADSB	0.242230393368036	0	0	-1.96221426439471	5.52400244655197e-48	FALSE	-0.43076965164932
C4A	0.0863717408041015	0	0	-2.38186051230648	7.02339167225258e-32	FALSE	-0.431938774192501
RERG	0.169966334770656	0	0	-2.15472696514087	1.04210138821014e-41	FALSE	-0.434090035130028
ZNF695	0.146793512277499	0	0	2.21670841964584	1.72144743801601e-41	FALSE	-0.434818896798222
DIO1	0.0659548677512176	0	0	-2.43356574006015	4.85479434344708e-17	FALSE	-0.436504678024005
C1QL2	0.121701498969667	0	0	2.28279483015926	3.68411836231544e-33	FALSE	-0.436997272535739
C17orf28	0.320549850766307	0	0	-1.74416329880833	7.98886602786491e-46	FALSE	-0.43987737504821
NEURL	0.171980397245708	0	0	-2.14204278650183	2.64084259655006e-18	FALSE	-0.443883517087507
CYP4X1	0.0518752725645235	0	0	-2.46290196903886	1.26827144045651e-21	FALSE	-0.448190362447136
SRRM3	0.306032311264256	0	0	-1.77350432787615	6.82968835899963e-39	FALSE	-0.453152656567761
FUT3	0.0981534880698869	0	0	2.3328058269295	8.10514499980562e-21	FALSE	-0.455263113391137
C6orf15	0.117095820945461	0	0	2.27968108920815	1.91182318006221e-27	FALSE	-0.457988611746002
MUC15	0.146177012582337	0	0	2.20065072947989	4.71179798574249e-13	FALSE	-0.458756336246149
LMX1B	0.115325999197991	0	0	-2.28308012473551	6.57830399202695e-44	FALSE	-0.459847305125813
?|90288	0.1391449833192	0	0	-2.21823214166388	2.7641558572101e-42	FALSE	-0.460635604636257
LOC100130148	0.0425536293289276	0	0	-2.47650801202806	2.11129814628771e-33	FALSE	-0.463783993249451
SLC6A2	0.116179027543551	0	0	2.27729248691391	9.14192175708717e-33	FALSE	-0.464556357943129
PLIN1	0.0641915197745886	0	0	-2.41721779708209	3.02741815520074e-14	FALSE	-0.465013859094158
SOSTDC1	0.133257626533044	0	0	2.23077022608307	1.34679353087556e-15	FALSE	-0.46515562464209
MSX2	0.0773730136054046	0	0	-2.38142811894421	4.0722726837727e-42	FALSE	-0.465318564884721
C1orf168	0.0255838654388554	0	0	-2.51890335894865	1.73539388566641e-30	FALSE	-0.468362685389986
HRASLS	0.087343690207444	0	0	2.34601393696402	5.58535268957741e-32	FALSE	-0.476817824897401
PCDHB9	0.377144178360371	0	0	1.56060431673906	8.25267002859156e-31	FALSE	-0.481570453610098
METRN	0.224783490306581	0	0	-1.97092395366968	7.18786578310886e-30	FALSE	-0.482589621933423
NDC80	0.265098114765145	0	0	1.8575516182203	2.62242387140171e-34	FALSE	-0.48880618292651
GPRIN2	0.157730779164718	0	0	2.14236582024725	1.01440616364852e-19	FALSE	-0.495379669580852
GPR12	0.079966380090274	0	0	2.34845041986858	5.29512573882842e-25	FALSE	-0.500413128966888
DSC3	0.115081172426793	0	0	2.25060848869585	2.91176853356988e-14	FALSE	-0.504602032515126
FAM72A	0.324092227949686	0	0	1.68519982403386	5.15091429234387e-30	FALSE	-0.506614689990236
CENPF	0.351412003338173	0	0	1.60975454727699	9.12186052002939e-29	FALSE	-0.50895916257018
CAPN9	0.0553321872885629	0	0	-2.40804031629358	1.94067439860107e-24	FALSE	-0.509698431276727
VSNL1	0.297623932050568	0.00651969134463088	0	1.56449480788506	9.69017381635202e-18	FALSE	-0.509801124114683
C11orf86	0.181045696627303	0	0	2.06831212161711	3.40135589630809e-45	FALSE	-0.510440048492421
SYT17	0.100314511939829	0	0	-2.28298520770688	2.30210234773754e-40	FALSE	-0.514684642597978
TRIM29	0.10474418315311	0	0	2.27062528343915	1.59463879059691e-16	FALSE	-0.515236476756651
ROBO2	0.141584096908777	0	0	-2.17075298140104	9.25078413773898e-16	FALSE	-0.515880813846027
MAP2	0.315907453865984	0	0	1.70019174963803	6.98902930353056e-32	FALSE	-0.516192978829106
KCNC2	0.02834343126719	0	0	-2.47283250027843	3.20672220110101e-14	FALSE	-0.520537687564502
GSTM3	0.165498722802042	0	0	-2.10089008130081	8.01010630996132e-36	FALSE	-0.523094663502723
C8orf46	0.169594808449497	0	0	2.08965953001448	3.11419479062995e-32	FALSE	-0.523336695728674
CYP39A1	0.226686711232058	0	0	1.93184959572336	1.00288656871932e-22	FALSE	-0.528434734828463
ARL9	0.138348912729448	0	0	2.16823454282214	1.48895217459223e-43	FALSE	-0.531073279945768
GRM4	0.267218742933222	0	0	-1.81959052010246	8.5763546249328e-13	FALSE	-0.532355174983033
FOXM1	0.203578672084131	0	0	1.99063852544828	1.41238467158522e-35	FALSE	-0.533239934907463
CP	0.0859813736705851	0	0	2.30488464862456	1.15090443723835e-12	FALSE	-0.537339922310508
LDHD	0.185353721108275	0	0	-2.03241936964027	8.65609395467335e-38	FALSE	-0.543223202234861
S100A7	0.106811733358621	0	0	2.24321604855774	1.75942520715661e-08	FALSE	-0.544725527113374
GPR160	0.246448319348901	0	0	-1.86554222296469	2.14649729229383e-49	FALSE	-0.545981409461134
MYRIP	0.105044804982542	0	0	-2.24606832163938	8.07797084624192e-34	FALSE	-0.547312238557102
C1orf130	0.159460515234858	0	0	2.09783773916918	5.47554573849386e-22	FALSE	-0.549223896525846
UPF0639	0.0713727420641961	0	0	-2.3348170353046	1.38691062319503e-28	FALSE	-0.550148385790999
GALNT13	0.216019679160427	0	0	1.93757957901771	1.19333601719516e-24	FALSE	-0.559570540300663
CACNG1	0.100676344727247	0	0	-2.24850105134202	1.76919521086473e-25	FALSE	-0.559946907429764
ATP10B	0.156151103692954	0.00259800638231073	0	2.01978996324758	2.10064309041358e-32	FALSE	-0.564569699284686
C8orf47	0.0979456867294381	0	0	2.25186067713554	1.03768740192826e-32	FALSE	-0.565360587486175
TPSAB1	0.0999658395783226	0	0	-2.24595072947989	4.78843397981865e-32	FALSE	-0.565981289069828
MUM1L1	0.121587640141354	0	0	-2.18503607528677	2.37883946096414e-25	FALSE	-0.569464075472021
HJURP	0.26178717499571	0	0	1.80673441585923	4.95534885626436e-31	FALSE	-0.569516373303945
GSTA1	0.0947862116622511	0	0	2.25226841741842	1.33754955080784e-15	FALSE	-0.576324470884913
ZBTB16	0.0672795648979141	0	0	-2.32542561532465	1.46987026301886e-20	FALSE	-0.57775176903297
PALM	0.174810170966535	0	0	-2.03245526450607	3.53752517913827e-51	FALSE	-0.581600514849308
CMYA5	0.206945892689781	0	0	-1.93937605969483	8.73414752833164e-37	FALSE	-0.590213135751191
IDO1	0.0859335330779523	0	0	2.26255621338679	4.72196572561467e-25	FALSE	-0.594691232548281
PPP1R3C	0.105138539541534	0	0	-2.21022727920705	9.4148373650473e-34	FALSE	-0.595384455340532
PRRT3	0.301561745734884	0	0	-1.67975036195568	1.47677518544479e-40	FALSE	-0.596087766035142
DLGAP5	0.269288130664534	0	0	1.76417430226082	3.09922046845092e-27	FALSE	-0.599669166327984
DEFB132	0.0536708425075471	0	0	-2.34466599621338	4.41205562895682e-27	FALSE	-0.60135876650586
TPRXL	0.0776522442206632	0.0240219756381388	0	1.5805025882615	3.2190030587118e-18	FALSE	-0.601751717171684
CACNA1D	0.135965907799638	0	0	-2.12215999331774	1.21638840446045e-30	FALSE	-0.601995284205656
C9orf170	0.258460509751737	0	0	1.78957063592828	2.16834655844423e-55	FALSE	-0.604825065928806
PTGER3	0.105732325794856	0	0	-2.20042718565541	2.6981316194741e-29	FALSE	-0.606458309096702
DNER	0.128578818090482	0	0	2.13658484018265	6.56703516160417e-21	FALSE	-0.609432431170773
WNT6	0.121395318716323	0	0	2.15394495378105	1.15853957776803e-25	FALSE	-0.612162658538211
SCUBE1	0.128513792320886	0	0	-2.13441029290567	2.65584577780382e-22	FALSE	-0.612606779883569
ADAMTSL5	0.208848732910916	0	0	-1.91763304822363	8.13616926188339e-37	FALSE	-0.612648573821063
GLYATL2	0.0730659123063855	0	0	2.28285803318854	4.33943428789832e-16	FALSE	-0.614163512771994
RGMA	0.128961760350843	0	0	2.13184541931173	1.07700942708893e-34	FALSE	-0.6144387810078
CDKN2A	0.232459591898631	0	0	1.84711476333667	8.41809144758283e-28	FALSE	-0.621854786298531
RCOR2	0.107534049190897	0	0	2.18222770464417	7.18721145674835e-37	FALSE	-0.624475689508048
GPRC5C	0.213317472481184	0	0	-1.8947872858893	6.23875338782521e-43	FALSE	-0.627222221121792
CXADRP3	0.0903230019652227	0	0	-2.22596655752311	5.83421991424058e-20	FALSE	-0.628118936384118
SOX6	0.122931064047507	0	0	2.13663501503508	2.92464903640042e-29	FALSE	-0.629947804228971
FAM196A	0.0791186245854405	0	0	-2.25457764116271	6.0500182194341e-18	FALSE	-0.630305456970786
KRT23	0.070330486417466	0	0	2.27674511638266	3.22578176781287e-18	FALSE	-0.632390014001976
C16orf45	0.130960020879775	0	0	-2.11167213943647	3.10956657903716e-49	FALSE	-0.634406078774621
WDR65	0.213996298714903	0	0	-1.88607927831608	6.19597654179537e-31	FALSE	-0.636510965889993
SLC39A6	0.132211602956163	0	0	-2.1060371711772	5.55825695185142e-36	FALSE	-0.637456383938057
NPAS1	0.296891245091366	0	0	-1.66153915580799	1.0399544890764e-28	FALSE	-0.637708901239786
SLC7A5	0.136908758341331	0	0	2.09107686379329	6.1110595932608e-39	FALSE	-0.640545955758616
